level,node_name,parent_name,class_count,train_count,val_count,path
12,sulphur-crested cockatoo,cockatoo,1,584,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > parrot > cockatoo > sulphur-crested cockatoo
12,lorikeet,lory,1,614,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > parrot > lory > lorikeet
12,corvine bird,oscine,2,1081,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > passerine > oscine > corvine bird
12,finch,oscine,5,2603,250,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > passerine > oscine > finch
12,thrush,oscine,2,1037,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > passerine > oscine > thrush
12,titmouse,oscine,1,564,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > passerine > oscine > titmouse
12,water ouzel,oscine,1,485,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > bird > passerine > oscine > water ouzel
12,kangaroo,marsupial,1,521,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > metatherian > marsupial > kangaroo
12,phalanger,marsupial,1,560,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > metatherian > marsupial > phalanger
12,wombat,marsupial,1,468,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > metatherian > marsupial > wombat
12,cetacean,aquatic mammal,2,881,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > aquatic mammal > cetacean
12,pinniped mammal,aquatic mammal,1,704,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > aquatic mammal > pinniped mammal
12,sea cow,aquatic mammal,1,649,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > aquatic mammal > sea cow
12,bear,carnivore,4,2397,200,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > bear
12,canine,carnivore,130,73043,6500,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > canine
12,feline,carnivore,13,7090,650,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > feline
12,musteline mammal,carnivore,7,3810,350,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > musteline mammal
12,procyonid,carnivore,2,1103,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > procyonid
12,viverrine,carnivore,2,1057,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > carnivore > viverrine
12,armadillo,edentate,1,475,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > edentate > armadillo
12,sloth,edentate,1,529,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > edentate > sloth
12,leporid,lagomorph,3,1550,150,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > lagomorph > leporid
12,ape,primate,5,2698,250,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > ape
12,lemur,primate,2,1127,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > lemur
12,monkey,primate,13,6865,650,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > primate > monkey
12,elephant,proboscidean,2,1111,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > proboscidean > elephant
12,beaver,rodent,1,552,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > rodent > beaver
12,cavy,rodent,1,573,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > rodent > cavy
12,hamster,rodent,1,497,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > rodent > hamster
12,marmot,rodent,1,487,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > rodent > marmot
12,porcupine,rodent,1,556,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > rodent > porcupine
12,squirrel,rodent,1,526,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > rodent > squirrel
12,even-toed ungulate,ungulate,15,8318,750,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > even-toed ungulate
12,odd-toed ungulate,ungulate,2,942,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > placental > ungulate > odd-toed ungulate
12,echidna,monotreme,1,514,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > prototherian > monotreme > echidna
12,platypus,monotreme,1,437,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > mammal > prototherian > monotreme > platypus
12,turtle,chelonian,5,2538,250,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > anapsid > chelonian > turtle
12,dinosaur,archosaur,1,500,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > archosaur > dinosaur
12,alligator,crocodilian reptile,1,554,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > crocodilian reptile > alligator
12,crocodile,crocodilian reptile,1,493,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > crocodilian reptile > crocodile
12,lizard,saurian,11,5480,550,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > saurian > lizard
12,colubrid snake,snake,9,4417,450,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake > colubrid snake
12,constrictor,snake,2,1001,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake > constrictor
12,elapid,snake,2,972,100,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake > elapid
12,sea snake,snake,1,497,50,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake > sea snake
12,viper,snake,3,1367,150,entity > physical entity > object > whole > living thing > organism > animal > chordate > vertebrate > reptile > diapsid > snake > viper
12,peacock,peafowl,1,519,50,entity > physical entity > object > whole > living thing > organism > animal > game > game bird > phasianid > pheasant > peafowl > peacock
12,Dungeness crab,crab,1,539,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > crustacean > decapod crustacean > crab > Dungeness crab
12,fiddler crab,crab,1,492,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > crustacean > decapod crustacean > crab > fiddler crab
12,king crab,crab,1,472,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > crustacean > decapod crustacean > crab > king crab
12,rock crab,crab,1,597,50,entity > physical entity > object > whole > living thing > organism > animal > invertebrate > arthropod > crustacean > decapod crustacean > crab > rock crab
